"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"Honey.... You didn't let me take of my ceremonial war paint https://t.co/mfWWhR13FY",FALSE,12921,NA,2017-04-19 23:15:33,FALSE,NA,"854835892648673280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",1430,FALSE,FALSE,NA,NA
"Psalm 126:3 ""The LORD has done great things for us, and we are filled with joy."" Thank you to the many, many... https://t.co/5cH698jLeF",FALSE,6891,NA,2017-04-19 21:31:19,FALSE,NA,"854809661651996672",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",824,FALSE,FALSE,NA,NA
"So proud of you Makenna! https://t.co/yML9AmSgrj",FALSE,3165,NA,2017-04-19 16:42:14,FALSE,NA,"854736909284786176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",221,FALSE,FALSE,NA,NA
"Get it!!!! Dude. Making me so hungry!!! https://t.co/ECuhL8PCjE",FALSE,10539,NA,2017-04-19 04:29:18,FALSE,NA,"854552463721943041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",1254,FALSE,FALSE,NA,NA
"The franchise is about a family. And we have certainly become one in it's making. A great feeling indeed. We are Gr… https://t.co/xGYoJ4JCEW",FALSE,6784,NA,2017-04-19 04:20:51,TRUE,NA,"854550334458347520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",681,FALSE,FALSE,NA,NA
"Well... Let's just disagree to disagree. https://t.co/uAoRmxWNtT",FALSE,4625,NA,2017-04-19 04:19:05,FALSE,NA,"854549891204251648",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",394,FALSE,FALSE,NA,NA
"Love being back in LA cause I get to cuddle my family, sleep in my own bed and drive my VW… https://t.co/aNMaItn2xg",FALSE,3610,NA,2017-04-18 20:44:58,FALSE,NA,"854435610588794882",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","prattprattpratt",298,FALSE,FALSE,NA,NA
"#WHATSMYSNACK #starlord edition. https://t.co/lH2yfBqf77",FALSE,1574,NA,2017-04-17 21:48:17,FALSE,NA,"854089157114834945",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",198,FALSE,FALSE,NA,NA
"#WHATSMYSNACK #starlord edition. https://t.co/4fmtmWzYkS",FALSE,1755,NA,2017-04-17 21:47:42,FALSE,NA,"854089006644068352",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","prattprattpratt",326,FALSE,FALSE,NA,NA
"Y'all mofos don't even know. #gotgvol2 #starlord https://t.co/puxae6tbiI",FALSE,2675,NA,2017-04-17 21:27:26,FALSE,NA,"854083910220828674",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","prattprattpratt",395,FALSE,FALSE,NA,NA
"https://t.co/uxsFUamSfY https://t.co/OxW5a0FxBL",FALSE,1031,NA,2017-04-17 17:10:48,FALSE,NA,"854019324389937152",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",131,FALSE,FALSE,NA,NA
"You're in the movie @IamGuillermo !
See y'all tonight. #HEREWEGO!!!! https://t.co/oUa6zKJETy",FALSE,2042,NA,2017-04-17 15:27:07,FALSE,NA,"853993233696776192",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",261,FALSE,FALSE,NA,NA
"I just love that you made #rooker hold your purse! https://t.co/8DotUCHk10",FALSE,4715,NA,2017-04-17 02:05:20,FALSE,NA,"853791456644833280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",309,FALSE,FALSE,NA,NA
"Oh man... I'm really missing the mark today. <ed><U+00A0><U+00BD><ed><U+00B8><U+00AB> https://t.co/pLQVpFd0T5",FALSE,3034,NA,2017-04-16 04:49:36,FALSE,NA,"853470407965290496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",263,FALSE,FALSE,NA,NA
"I love your shirt! https://t.co/bg112jArt5",FALSE,1809,NA,2017-04-16 04:48:56,FALSE,NA,"853470238460977152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",105,FALSE,FALSE,NA,NA
"I can't figure it out!!! I'm usually ok at this. But dude. It's so hard. <ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> I'm working on it. BY THE WAY YOU'RE SO… https://t.co/YzhVnO8yqk",FALSE,1637,NA,2017-04-16 04:48:08,TRUE,NA,"853470037323034624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",106,FALSE,FALSE,NA,NA
"Are you karate chopping me in the dingus?! https://t.co/hGCHGApm2m",FALSE,8340,NA,2017-04-16 04:46:24,FALSE,NA,"853469602277228544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",1028,FALSE,FALSE,NA,NA
"Thank you! <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><U+2665><U+FE0F> Y'all sound terrific. If anyone is near Puyallup's Emerald Ridge HS be sure to go see Fiddler on… https://t.co/QWoQknUoyR",FALSE,3587,NA,2017-04-10 21:21:55,TRUE,NA,"851545805341171712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",671,FALSE,FALSE,NA,NA
"It's #nationalsiblingday AND cooincidentally my sister Angie Pratt Rice's birthday! I love my big sister. She... https://t.co/6pXXedOKh2",FALSE,2338,NA,2017-04-10 19:27:32,FALSE,NA,"851517021086928896",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",136,FALSE,FALSE,NA,NA
"My favorite outfit so far. #gotgvol2 #tokyo https://t.co/aZssfKh547",FALSE,3510,NA,2017-04-10 09:21:32,FALSE,NA,"851364513270157312",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","prattprattpratt",745,FALSE,FALSE,NA,NA
"Here I sir next to a poster for #gotgvol2 discussing how this is probably the greatest movie in… https://t.co/iuOBnxzw5i",FALSE,2475,NA,2017-04-10 06:34:14,FALSE,NA,"851322413392547840",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","prattprattpratt",409,FALSE,FALSE,NA,NA
"Sunrise from 50 stories up. #tokyo here we go! #gotgvol2 https://t.co/wkVC0vqMQU",FALSE,1857,NA,2017-04-10 06:30:53,FALSE,NA,"851321568684892160",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",264,FALSE,FALSE,NA,NA
"#gotgvol2 here's us backstage on set waiting to Guardian the Galaxy. Can't wait for you to see these three in the... https://t.co/V1LDLhNqPo",FALSE,2975,NA,2017-04-09 08:27:12,FALSE,NA,"850988452481032192",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",369,FALSE,FALSE,NA,NA
"And I only say that because I just saw it for the first time 3 days ago and im still buzzing. Same with Anna. Don't believe me? Wait...",FALSE,4032,NA,2017-04-08 18:15:40,FALSE,NA,"850774155830145024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",271,FALSE,FALSE,NA,NA
"Don't get the sound track until after u seen the movie in the theatre. U get to see it for the first time in the th… https://t.co/I703Kkcvsf",FALSE,5080,NA,2017-04-08 18:14:54,TRUE,NA,"850773965614272512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",851,FALSE,FALSE,NA,NA
"Great meeting you as well! (I live behind that poster and stare through the eye holes) https://t.co/D0XYdcjn9X",FALSE,4145,NA,2017-04-08 16:44:08,FALSE,NA,"850751122549555200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",363,FALSE,FALSE,NA,NA
"If I was you i'd turn off my phone and go outside. Cause we are about to BLOW. YOU. UP. I hope you're ready.",FALSE,5656,NA,2017-04-08 15:24:55,FALSE,NA,"850731188637507586",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",582,FALSE,FALSE,NA,NA
"Hello people of Earth. We are about to begin the global press tour for #GuardiansoftheGalaxyVol2 #GotGVol2 FIRST STOP JAPAN!",FALSE,8355,NA,2017-04-08 15:21:09,FALSE,NA,"850730241320304640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",1663,FALSE,FALSE,NA,NA
"TURN THE VOLUME UP ON YOUR DEVICE for this all new critically acclaimed episode of #WHATSMYSNACK #cheatmeal... https://t.co/hAE2qE1hss",FALSE,2245,NA,2017-04-07 22:17:47,FALSE,NA,"850472701248630784",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",300,FALSE,FALSE,NA,NA
"I have a secret. But I'm not gonna tell you. Because if I told you, you wouldn't believe me anyway. So I'll just... https://t.co/KlVZEA7y9u",FALSE,2994,NA,2017-04-06 18:36:51,FALSE,NA,"850054712665755648",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",365,FALSE,FALSE,NA,NA
"Thx. That's a good question: I don't see swearing as sinful behavior the way I do words of gossip. Kids: Wait til y… https://t.co/6S6WXvz6rM",FALSE,10499,NA,2017-04-06 08:20:21,TRUE,NA,"849899564933033984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",973,FALSE,FALSE,NA,NA
"@kaylaphaneuf I love your video so much. Sadly I have a previous engagement the 21st. But thank you for the invite… https://t.co/LhJx6oGZ6k",FALSE,188,"kaylaphaneuf",2017-04-05 22:40:03,TRUE,"849746293786333185","849753530302963714","2157944824","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",23,FALSE,FALSE,NA,NA
"This has made me so very happy. Thank you. #whatsmysnack https://t.co/o3D4Y76IuF",FALSE,2752,NA,2017-04-05 22:18:46,FALSE,NA,"849748170653433856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",203,FALSE,FALSE,NA,NA
"LOOK. AT. MY. WIFE... and pre-order her hilarious and amazing book. I wrote the foreword! Get some!!! https://t.co/PqZtCoyHdO",FALSE,6071,NA,2017-04-05 21:28:21,FALSE,NA,"849735483353694208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",415,FALSE,FALSE,NA,NA
"#WHATSMYSNACK 

It is said that when you fast you have visions. It goes back to the Bible and probably before.... https://t.co/njex7oDGZE",FALSE,2490,NA,2017-04-05 17:14:25,FALSE,NA,"849671580531740672",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",376,FALSE,FALSE,NA,NA
"Thanks for all the fishing pics. I'm feeling much better now. Tight lines! If I didn't RT yours I'm sorry. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><U+2665><U+FE0F> goodnight from London",FALSE,3500,NA,2017-04-04 21:42:18,FALSE,NA,"849376607810846722",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",152,FALSE,FALSE,NA,NA
"Damn. That's no joke. https://t.co/e2jQHElTD2",FALSE,1041,NA,2017-04-04 21:39:07,FALSE,NA,"849375806447136768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",36,FALSE,FALSE,NA,NA
"Ahhh man. Like the bass masters weigh in. Dope. https://t.co/o5vwQU3jss",FALSE,671,NA,2017-04-04 21:37:53,FALSE,NA,"849375494378270720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",31,FALSE,FALSE,NA,NA
"Nice! Yo @williebosshog check the hat! https://t.co/IJGu9wMMeI",FALSE,693,NA,2017-04-04 21:35:31,FALSE,NA,"849374899001053185",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",28,FALSE,FALSE,NA,NA
"Stud https://t.co/dGpDlAYV64",FALSE,610,NA,2017-04-04 21:34:10,FALSE,NA,"849374559354617860",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",27,FALSE,FALSE,NA,NA
"One of the most prolific Hollywood fisherman right there. Hadn't seen this pic before. So awesome. Miss you ROLO! https://t.co/62nRIrqyU2",FALSE,2724,NA,2017-04-04 21:33:41,FALSE,NA,"849374440848752640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",186,FALSE,FALSE,NA,NA
"<ed><U+00A0><U+00BE><ed><U+00B4><U+00A3> https://t.co/2ODTRLIXZ2",FALSE,792,NA,2017-04-04 20:03:32,FALSE,NA,"849351753820778496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",35,FALSE,FALSE,NA,NA
"No way!!! That's so awesome. https://t.co/eZO3miqGib",FALSE,754,NA,2017-04-04 20:03:05,FALSE,NA,"849351639223939073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",35,FALSE,FALSE,NA,NA
"Oh maaannnnn!!!!! https://t.co/XVZyHqSzHS",FALSE,853,NA,2017-04-04 20:01:53,FALSE,NA,"849351337536094208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",41,FALSE,FALSE,NA,NA
"So. Jealous. Huge. Salmon. <ed><U+00A0><U+00BD><ed><U+00B8><U+00B3><ed><U+00A0><U+00BD><ed><U+00B8><U+00AB><ed><U+00A0><U+00BD><ed><U+00B8><U+00B5> https://t.co/BugxKDnrgV",FALSE,912,NA,2017-04-04 20:01:33,FALSE,NA,"849351253226389508",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",45,FALSE,FALSE,NA,NA
"THAT COUNTS!!!! Damn dude!! https://t.co/Y7nAuu4cHk",FALSE,1152,NA,2017-04-04 20:00:44,FALSE,NA,"849351046866534401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",42,FALSE,FALSE,NA,NA
"Dude. That's a big fish. Nice!! https://t.co/zYe8m2JUue",FALSE,2347,NA,2017-04-04 18:05:08,FALSE,NA,"849321956738572290",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",97,FALSE,FALSE,NA,NA
"Heck yeah they do!!!! https://t.co/ru3fcLGoDV",FALSE,1921,NA,2017-04-04 14:50:50,FALSE,NA,"849273059999596544",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",95,FALSE,FALSE,NA,NA
"Thanks for sharing. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><U+2665><U+FE0F> https://t.co/tba1xxCITD",FALSE,1342,NA,2017-04-04 14:49:15,FALSE,NA,"849272659070156802",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",52,FALSE,FALSE,NA,NA
"Stud! https://t.co/DKzv5yWyKf",FALSE,907,NA,2017-04-04 14:46:38,FALSE,NA,"849272003240407041",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",40,FALSE,FALSE,NA,NA
"Awesome! https://t.co/ZXgLSm0fIu",FALSE,886,NA,2017-04-04 14:45:58,FALSE,NA,"849271833551454208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",49,FALSE,FALSE,NA,NA
"And the @Seahawks jersey!? Awww yeah!!! C'mon man!!! FTW! https://t.co/3E9029Kext",FALSE,762,NA,2017-04-04 14:44:21,FALSE,NA,"849271427601539073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",51,FALSE,FALSE,NA,NA
"You're doing it right. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><U+2665><U+FE0F> https://t.co/WtK8cR71e9",FALSE,1481,NA,2017-04-04 12:54:53,FALSE,NA,"849243880662986752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",60,FALSE,FALSE,NA,NA
"That'll work. That'll work. Thank you. https://t.co/kIrfwrXEZ1",FALSE,4873,NA,2017-04-04 12:48:13,FALSE,NA,"849242199070056449",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",574,FALSE,FALSE,NA,NA
"Haha!!! Awesome pic! Look at his face! That's what it's all about. https://t.co/VOZ9B7ZRe8",FALSE,1140,NA,2017-04-04 12:47:46,FALSE,NA,"849242086834671616",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",60,FALSE,FALSE,NA,NA
"A good lookin small mouth right there. https://t.co/ocMiAKrBdT",FALSE,792,NA,2017-04-04 12:47:16,FALSE,NA,"849241960988782592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",48,FALSE,FALSE,NA,NA
"In the U.K. on #JW2. Missing home and bass season. Anybody out there catching some lunker largemouth? Send me pics! Maybe I'll RT!",FALSE,3038,NA,2017-04-04 11:42:09,FALSE,NA,"849225576460234752",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",253,FALSE,FALSE,NA,NA
"So awesome! Hope y'all enjoy! https://t.co/1ZGL9ZTTIH",FALSE,3402,NA,2017-03-31 07:34:53,FALSE,NA,"847713795124350976",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",223,FALSE,FALSE,NA,NA
"#WHATSMYSNACK today I got cucumber and egg wrap. It's basically exactly like a sandwich but instead of bread you... https://t.co/3I096k9XSC",FALSE,2689,NA,2017-03-29 14:12:21,FALSE,NA,"847089045343813632",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",240,FALSE,FALSE,NA,NA
"#WHATSMYSNACK today I got cucumber and egg wrap. It's basically exactly like a sandwich but… https://t.co/hMdVotSqBk",FALSE,2431,NA,2017-03-29 14:11:30,FALSE,NA,"847088834231840769",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","prattprattpratt",299,FALSE,FALSE,NA,NA
"Quill!! What an awesome name for a kid, let alone a daughter! Congrats Duncan family on the new bundle of joy. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+0086><U+2665><U+FE0F> https://t.co/NO0IS73tmq",FALSE,4171,NA,2017-03-28 06:21:43,FALSE,NA,"846608219279687680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",747,FALSE,FALSE,NA,NA
"Damn. These posters are so awesome. Man. Holy crap. Who do I talk to to get one? https://t.co/8q31lO2giA",FALSE,5415,NA,2017-03-26 20:39:24,FALSE,NA,"846099288191123456",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",514,FALSE,FALSE,NA,NA
"Just spent the most amazing night in #Paris with my dear, sweet and amazing wife @annafaris I mean... just look... https://t.co/d54mbFf8Yd",FALSE,3314,NA,2017-03-26 14:59:59,FALSE,NA,"846013871139799040",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",163,FALSE,FALSE,NA,NA
"Just spent the most amazing night in #Paris with my dear, sweet and amazing wife @annakfaris I… https://t.co/HuYfIBuQjZ",FALSE,2798,NA,2017-03-26 14:59:55,FALSE,NA,"846013852076662785",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","prattprattpratt",163,FALSE,FALSE,NA,NA
"Not everyday you get to take a pic with a studly Georgia quarterback. https://t.co/cLwcjHjG7q",FALSE,13530,NA,2017-03-25 07:36:51,FALSE,NA,"845539964553252865",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",2676,FALSE,FALSE,NA,NA
"Kurt Russell poses with a fan on the set of #guardiansofthegalaxy vol 2 #guardiansofthegalaxyvol2 

Click the... https://t.co/HBnccHHEqc",FALSE,1671,NA,2017-03-24 21:02:40,FALSE,NA,"845380368471642112",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",196,FALSE,FALSE,NA,NA
"Kurt Russell poses with a fan on the set of #guardiansofthegalaxy vol 2… https://t.co/s3KbDJLf1Y",FALSE,1804,NA,2017-03-24 21:02:13,FALSE,NA,"845380253719674880",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","prattprattpratt",243,FALSE,FALSE,NA,NA
"Almost sold out. https://t.co/obBjiJesce",FALSE,1489,NA,2017-03-24 18:58:45,FALSE,NA,"845349183804596224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",164,FALSE,FALSE,NA,NA
"Got no Cinco de Mayo plans? Now you do. Be smarter than everyone else and get tickets now.... https://t.co/HApIJqr3gU",FALSE,1630,NA,2017-03-24 18:57:04,FALSE,NA,"845348760398024704",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",196,FALSE,FALSE,NA,NA
"https://t.co/6IHo1OStfy",FALSE,1426,NA,2017-03-23 20:12:55,FALSE,NA,"845005459903975425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",223,FALSE,FALSE,NA,NA
"Remember in the first ""Guardians of the Galaxy,"" how my character said, ""...There is one other name you may know... https://t.co/LB8A4Vf69u",FALSE,4313,NA,2017-03-23 20:09:49,FALSE,NA,"845004679125839872",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",603,FALSE,FALSE,NA,NA
"So many people have said I look too thin in my recent episodes of #WHATSMYSNACK Some have gone… https://t.co/pyaYU5YZMl",FALSE,3160,NA,2017-03-23 13:36:15,FALSE,NA,"844905635716218882",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","prattprattpratt",412,FALSE,FALSE,NA,NA
"On May 5th the greatest movie in the history of movies is coming. There has never been and will never again be a... https://t.co/MWjxeozrCU",FALSE,7826,NA,2017-03-22 20:54:53,FALSE,NA,"844653633811697664",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","prattprattpratt",1921,FALSE,FALSE,NA,NA
"We're so freakin' pumped to share #GotGVol2 with you. It is our honor and priveledge. Thank you in advance. <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+0086><U+2665><U+FE0F>… https://t.co/KX8A6gNVFc",FALSE,5212,NA,2017-03-21 15:35:35,TRUE,NA,"844210890413129728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",921,FALSE,FALSE,NA,NA
"Ohhh.... Alright!!! <ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> https://t.co/ZTYazGxJnf",FALSE,2829,NA,2017-03-18 21:02:47,FALSE,NA,"843206068834590721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",149,FALSE,FALSE,NA,NA
"Well RT anyway! https://t.co/h231Sl1stl",FALSE,853,NA,2017-03-18 20:51:30,FALSE,NA,"843203228976209922",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",74,FALSE,FALSE,NA,NA
"Oh. Well. A for effort! https://t.co/thJ2DXg8Ol",FALSE,1033,NA,2017-03-18 20:49:08,FALSE,NA,"843202635452833792",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",62,FALSE,FALSE,NA,NA
"Love these pics coming in!!! So many great movies out right now! Snap a pic on the #GotGVol2 couch at ur local cine… https://t.co/388H2AtgoM",FALSE,2050,NA,2017-03-18 20:47:22,TRUE,NA,"843202190462386178",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",169,FALSE,FALSE,NA,NA
"So excited to see #Belkoexperiment ! https://t.co/9U7T0tD2KB",FALSE,1599,NA,2017-03-18 18:50:01,FALSE,NA,"843172657185132548",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","prattprattpratt",189,FALSE,FALSE,NA,NA
"Celebrating our 7th Graduation and 10th Anniversary at OWLAG! #ProudMomO https://t.co/1Vd36errI1",FALSE,10593,NA,2017-12-02 20:39:10,FALSE,NA,"937058583325245441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oprah",1685,FALSE,FALSE,NA,NA
"Essence exec turned B&amp;B mogul Monique Greenwood is redefining hospitality in @OWNTV's NEW series #CheckedInn! Tonig… https://t.co/mN13u90VBC",FALSE,1291,NA,2017-11-22 00:12:23,TRUE,NA,"933125974895484928",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",323,FALSE,FALSE,NA,NA
"Here it is! The brand-new #WrinkleInTime trailer. See you in theaters, March 9th. With love, Mrs. Which <ed><U+00A0><U+00BD><ed><U+00B2><U+009C> https://t.co/RHia4jFXx3",FALSE,12712,NA,2017-11-20 01:30:02,FALSE,NA,"932420737478008832",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",3651,FALSE,FALSE,NA,NA
"NEW #WrinkleInTime trailer TONIGHT during the American Music Awards. Who’s ready to tesser with me!? <ed><U+00A0><U+00BD><ed><U+00B1><U+008B><ed><U+00A0><U+00BC><ed><U+00BF><U+00BE> https://t.co/SB4lcZzqiw",FALSE,2404,NA,2017-11-19 17:00:04,FALSE,NA,"932292402835898368",NA,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Media Studio</a>","Oprah",440,FALSE,FALSE,NA,NA
